id_videogame,id_plataforma,id_genero,id_publicador,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,
2897,4,8,282,0.04,0.01,0.48,0,0.54,"INSERT INTO VENTA VALUES(2897 , 4 , 8 , 282 , 0.04 , 0.01 , 0.48 , 0);"
2898,7,5,556,0.26,0.2,0,0.07,0.54,"INSERT INTO VENTA VALUES(2898 , 7 , 5 , 556 , 0.26 , 0.2 , 0 , 0.07);"
2899,7,3,465,0.26,0.2,0,0.07,0.54,"INSERT INTO VENTA VALUES(2899 , 7 , 3 , 465 , 0.26 , 0.2 , 0 , 0.07);"
2900,1,8,352,0.22,0.05,0.24,0.03,0.54,"INSERT INTO VENTA VALUES(2900 , 1 , 8 , 352 , 0.22 , 0.05 , 0.24 , 0.03);"
765,19,11,139,0.41,0.11,0,0.01,0.54,"INSERT INTO VENTA VALUES(765 , 19 , 11 , 139 , 0.41 , 0.11 , 0 , 0.01);"
2902,7,1,556,0.26,0.2,0,0.07,0.54,"INSERT INTO VENTA VALUES(2902 , 7 , 1 , 556 , 0.26 , 0.2 , 0 , 0.07);"
86,15,9,139,0.13,0.37,0,0.04,0.54,"INSERT INTO VENTA VALUES(86 , 15 , 9 , 139 , 0.13 , 0.37 , 0 , 0.04);"
2903,24,2,453,0,0,0.53,0,0.53,"INSERT INTO VENTA VALUES(2903 , 24 , 2 , 453 , 0 , 0 , 0.53 , 0);"
2904,4,6,443,0.21,0.27,0,0.05,0.53,"INSERT INTO VENTA VALUES(2904 , 4 , 6 , 443 , 0.21 , 0.27 , 0 , 0.05);"
2905,7,9,352,0.26,0.2,0,0.07,0.53,"INSERT INTO VENTA VALUES(2905 , 7 , 9 , 352 , 0.26 , 0.2 , 0 , 0.07);"
2906,13,2,45,0.07,0.05,0.38,0.03,0.53,"INSERT INTO VENTA VALUES(2906 , 13 , 2 , 45 , 0.07 , 0.05 , 0.38 , 0.03);"
2907,7,11,139,0.45,0.02,0,0.07,0.53,"INSERT INTO VENTA VALUES(2907 , 7 , 11 , 139 , 0.45 , 0.02 , 0 , 0.07);"
2667,1,1,515,0.49,0,0,0.04,0.53,"INSERT INTO VENTA VALUES(2667 , 1 , 1 , 515 , 0.49 , 0 , 0 , 0.04);"
2908,7,4,465,0.26,0.2,0,0.07,0.53,"INSERT INTO VENTA VALUES(2908 , 7 , 4 , 465 , 0.26 , 0.2 , 0 , 0.07);"
2909,6,8,372,0.25,0.07,0.17,0.05,0.53,"INSERT INTO VENTA VALUES(2909 , 6 , 8 , 372 , 0.25 , 0.07 , 0.17 , 0.05);"
2274,17,8,475,0.15,0.07,0.27,0.05,0.53,"INSERT INTO VENTA VALUES(2274 , 17 , 8 , 475 , 0.15 , 0.07 , 0.27 , 0.05);"
2911,7,1,138,0.26,0.2,0,0.07,0.53,"INSERT INTO VENTA VALUES(2911 , 7 , 1 , 138 , 0.26 , 0.2 , 0 , 0.07);"
2912,9,4,351,0.38,0.14,0,0.01,0.53,"INSERT INTO VENTA VALUES(2912 , 9 , 4 , 351 , 0.38 , 0.14 , 0 , 0.01);"
2913,7,11,139,0.44,0.02,0,0.07,0.53,"INSERT INTO VENTA VALUES(2913 , 7 , 11 , 139 , 0.44 , 0.02 , 0 , 0.07);"
2914,13,7,139,0.3,0.2,0,0.03,0.53,"INSERT INTO VENTA VALUES(2914 , 13 , 7 , 139 , 0.3 , 0.2 , 0 , 0.03);"
2915,7,9,449,0.26,0.2,0,0.07,0.53,"INSERT INTO VENTA VALUES(2915 , 7 , 9 , 449 , 0.26 , 0.2 , 0 , 0.07);"
2916,14,4,453,0.4,0.11,0,0.02,0.53,"INSERT INTO VENTA VALUES(2916 , 14 , 4 , 453 , 0.4 , 0.11 , 0 , 0.02);"
2917,4,8,453,0.18,0,0.33,0.02,0.53,"INSERT INTO VENTA VALUES(2917 , 4 , 8 , 453 , 0.18 , 0 , 0.33 , 0.02);"
2918,4,10,139,0.26,0.21,0,0.06,0.53,"INSERT INTO VENTA VALUES(2918 , 4 , 10 , 139 , 0.26 , 0.21 , 0 , 0.06);"
2919,7,11,330,0.26,0.2,0,0.07,0.53,"INSERT INTO VENTA VALUES(2919 , 7 , 11 , 330 , 0.26 , 0.2 , 0 , 0.07);"
2920,13,5,138,0.3,0.2,0,0.03,0.53,"INSERT INTO VENTA VALUES(2920 , 13 , 5 , 138 , 0.3 , 0.2 , 0 , 0.03);"
2921,7,7,139,0.26,0.2,0,0.07,0.53,"INSERT INTO VENTA VALUES(2921 , 7 , 7 , 139 , 0.26 , 0.2 , 0 , 0.07);"
1872,14,11,330,0.4,0.11,0,0.02,0.53,"INSERT INTO VENTA VALUES(1872 , 14 , 11 , 330 , 0.4 , 0.11 , 0 , 0.02);"
2923,13,4,465,0.3,0.2,0,0.03,0.53,"INSERT INTO VENTA VALUES(2923 , 13 , 4 , 465 , 0.3 , 0.2 , 0 , 0.03);"
1763,20,1,560,0.28,0.19,0.02,0.04,0.53,"INSERT INTO VENTA VALUES(1763 , 20 , 1 , 560 , 0.28 , 0.19 , 0.02 , 0.04);"
2924,5,4,560,0.39,0.1,0,0.04,0.53,"INSERT INTO VENTA VALUES(2924 , 5 , 4 , 560 , 0.39 , 0.1 , 0 , 0.04);"
2925,8,11,228,0,0,0.53,0,0.53,"INSERT INTO VENTA VALUES(2925 , 8 , 11 , 228 , 0 , 0 , 0.53 , 0);"
2926,8,12,507,0,0,0.53,0,0.53,"INSERT INTO VENTA VALUES(2926 , 8 , 12 , 507 , 0 , 0 , 0.53 , 0);"
2927,8,11,507,0,0,0.53,0,0.53,"INSERT INTO VENTA VALUES(2927 , 8 , 11 , 507 , 0 , 0 , 0.53 , 0);"
733,14,1,533,0.34,0.17,0,0.02,0.53,"INSERT INTO VENTA VALUES(733 , 14 , 1 , 533 , 0.34 , 0.17 , 0 , 0.02);"
2928,6,4,465,0.09,0.32,0,0.12,0.53,"INSERT INTO VENTA VALUES(2928 , 6 , 4 , 465 , 0.09 , 0.32 , 0 , 0.12);"
2929,20,5,369,0.23,0.14,0.12,0.04,0.53,"INSERT INTO VENTA VALUES(2929 , 20 , 5 , 369 , 0.23 , 0.14 , 0.12 , 0.04);"
1852,14,7,139,0.32,0.19,0,0.01,0.53,"INSERT INTO VENTA VALUES(1852 , 14 , 7 , 139 , 0.32 , 0.19 , 0 , 0.01);"
112,17,11,139,0.12,0.26,0.02,0.14,0.53,"INSERT INTO VENTA VALUES(112 , 17 , 11 , 139 , 0.12 , 0.26 , 0.02 , 0.14);"
2930,14,9,139,0.32,0.19,0,0.02,0.53,"INSERT INTO VENTA VALUES(2930 , 14 , 9 , 139 , 0.32 , 0.19 , 0 , 0.02);"
148,15,1,560,0.16,0.28,0,0.09,0.53,"INSERT INTO VENTA VALUES(148 , 15 , 1 , 560 , 0.16 , 0.28 , 0 , 0.09);"
2931,7,5,139,0.26,0.2,0,0.07,0.53,"INSERT INTO VENTA VALUES(2931 , 7 , 5 , 139 , 0.26 , 0.2 , 0 , 0.07);"
1387,14,1,540,0.31,0.19,0,0.03,0.53,"INSERT INTO VENTA VALUES(1387 , 14 , 1 , 540 , 0.31 , 0.19 , 0 , 0.03);"
2932,7,11,465,0.26,0.2,0,0.07,0.53,"INSERT INTO VENTA VALUES(2932 , 7 , 11 , 465 , 0.26 , 0.2 , 0 , 0.07);"
2510,20,7,453,0.2,0.27,0.02,0.05,0.53,"INSERT INTO VENTA VALUES(2510 , 20 , 7 , 453 , 0.2 , 0.27 , 0.02 , 0.05);"
394,12,1,17,0.43,0.09,0,0.01,0.53,"INSERT INTO VENTA VALUES(394 , 12 , 1 , 17 , 0.43 , 0.09 , 0 , 0.01);"
2933,1,10,7,0.48,0,0,0.04,0.53,"INSERT INTO VENTA VALUES(2933 , 1 , 10 , 7 , 0.48 , 0 , 0 , 0.04);"
1654,17,9,533,0.35,0.1,0,0.08,0.53,"INSERT INTO VENTA VALUES(1654 , 17 , 9 , 533 , 0.35 , 0.1 , 0 , 0.08);"
773,19,8,17,0.41,0.11,0,0.01,0.53,"INSERT INTO VENTA VALUES(773 , 19 , 8 , 17 , 0.41 , 0.11 , 0 , 0.01);"
2934,1,2,126,0.27,0.21,0,0.05,0.53,"INSERT INTO VENTA VALUES(2934 , 1 , 2 , 126 , 0.27 , 0.21 , 0 , 0.05);"
2935,4,10,139,0.5,0,0,0.03,0.53,"INSERT INTO VENTA VALUES(2935 , 4 , 10 , 139 , 0.5 , 0 , 0 , 0.03);"
2936,13,12,476,0,0,0.49,0.03,0.53,"INSERT INTO VENTA VALUES(2936 , 13 , 12 , 476 , 0 , 0 , 0.49 , 0.03);"
1666,6,9,139,0.23,0.2,0.01,0.08,0.53,"INSERT INTO VENTA VALUES(1666 , 6 , 9 , 139 , 0.23 , 0.2 , 0.01 , 0.08);"
2937,5,9,560,0.32,0.15,0,0.05,0.53,"INSERT INTO VENTA VALUES(2937 , 5 , 9 , 560 , 0.32 , 0.15 , 0 , 0.05);"
1963,5,11,139,0.28,0.2,0,0.05,0.53,"INSERT INTO VENTA VALUES(1963 , 5 , 11 , 139 , 0.28 , 0.2 , 0 , 0.05);"
2462,6,7,515,0.17,0.26,0,0.1,0.53,"INSERT INTO VENTA VALUES(2462 , 6 , 7 , 515 , 0.17 , 0.26 , 0 , 0.1);"
2938,4,4,335,0.48,0,0,0.04,0.53,"INSERT INTO VENTA VALUES(2938 , 4 , 4 , 335 , 0.48 , 0 , 0 , 0.04);"
1882,17,7,91,0.08,0.29,0,0.16,0.53,"INSERT INTO VENTA VALUES(1882 , 17 , 7 , 91 , 0.08 , 0.29 , 0 , 0.16);"
2939,7,1,499,0.26,0.2,0,0.07,0.53,"INSERT INTO VENTA VALUES(2939 , 7 , 1 , 499 , 0.26 , 0.2 , 0 , 0.07);"
205,19,1,139,0.41,0.11,0,0.01,0.53,"INSERT INTO VENTA VALUES(205 , 19 , 1 , 139 , 0.41 , 0.11 , 0 , 0.01);"
2940,7,7,515,0.26,0.2,0,0.07,0.53,"INSERT INTO VENTA VALUES(2940 , 7 , 7 , 515 , 0.26 , 0.2 , 0 , 0.07);"
2941,7,1,499,0.44,0.02,0,0.07,0.53,"INSERT INTO VENTA VALUES(2941 , 7 , 1 , 499 , 0.44 , 0.02 , 0 , 0.07);"
2942,23,1,560,0.2,0.2,0,0.13,0.53,"INSERT INTO VENTA VALUES(2942 , 23 , 1 , 560 , 0.2 , 0.2 , 0 , 0.13);"
2943,8,11,352,0,0,0.53,0,0.53,"INSERT INTO VENTA VALUES(2943 , 8 , 11 , 352 , 0 , 0 , 0.53 , 0);"
2944,1,1,499,0.48,0.01,0,0.04,0.53,"INSERT INTO VENTA VALUES(2944 , 1 , 1 , 499 , 0.48 , 0.01 , 0 , 0.04);"
2480,6,9,17,0.28,0.17,0,0.08,0.53,"INSERT INTO VENTA VALUES(2480 , 6 , 9 , 17 , 0.28 , 0.17 , 0 , 0.08);"
2945,4,6,369,0.3,0.03,0.16,0.03,0.53,"INSERT INTO VENTA VALUES(2945 , 4 , 6 , 369 , 0.3 , 0.03 , 0.16 , 0.03);"
620,18,4,533,0.35,0.13,0,0.05,0.53,"INSERT INTO VENTA VALUES(620 , 18 , 4 , 533 , 0.35 , 0.13 , 0 , 0.05);"
2946,17,1,282,0.22,0.16,0.04,0.1,0.53,"INSERT INTO VENTA VALUES(2946 , 17 , 1 , 282 , 0.22 , 0.16 , 0.04 , 0.1);"
1005,12,7,139,0.49,0.03,0,0,0.53,"INSERT INTO VENTA VALUES(1005 , 12 , 7 , 139 , 0.49 , 0.03 , 0 , 0);"
2947,12,11,369,0.49,0.03,0,0,0.53,"INSERT INTO VENTA VALUES(2947 , 12 , 11 , 369 , 0.49 , 0.03 , 0 , 0);"
2948,13,4,41,0,0,0.49,0.03,0.53,"INSERT INTO VENTA VALUES(2948 , 13 , 4 , 41 , 0 , 0 , 0.49 , 0.03);"
2949,7,9,17,0.26,0.2,0,0.07,0.53,"INSERT INTO VENTA VALUES(2949 , 7 , 9 , 17 , 0.26 , 0.2 , 0 , 0.07);"
2950,9,11,369,0.24,0.09,0.19,0.01,0.52,"INSERT INTO VENTA VALUES(2950 , 9 , 11 , 369 , 0.24 , 0.09 , 0.19 , 0.01);"
2951,22,10,453,0,0,0.52,0,0.52,"INSERT INTO VENTA VALUES(2951 , 22 , 10 , 453 , 0 , 0 , 0.52 , 0);"
1637,4,1,560,0.47,0.01,0,0.04,0.52,"INSERT INTO VENTA VALUES(1637 , 4 , 1 , 560 , 0.47 , 0.01 , 0 , 0.04);"
2952,13,2,282,0.29,0.2,0,0.03,0.52,"INSERT INTO VENTA VALUES(2952 , 13 , 2 , 282 , 0.29 , 0.2 , 0 , 0.03);"
2953,1,7,533,0.46,0.01,0.02,0.04,0.52,"INSERT INTO VENTA VALUES(2953 , 1 , 7 , 533 , 0.46 , 0.01 , 0.02 , 0.04);"
1641,7,8,352,0,0,0.52,0,0.52,"INSERT INTO VENTA VALUES(1641 , 7 , 8 , 352 , 0 , 0 , 0.52 , 0);"
2955,4,8,126,0.37,0.11,0,0.04,0.52,"INSERT INTO VENTA VALUES(2955 , 4 , 8 , 126 , 0.37 , 0.11 , 0 , 0.04);"
2956,4,4,533,0.09,0.37,0,0.07,0.52,"INSERT INTO VENTA VALUES(2956 , 4 , 4 , 533 , 0.09 , 0.37 , 0 , 0.07);"
2957,1,3,369,0.45,0.04,0,0.04,0.52,"INSERT INTO VENTA VALUES(2957 , 1 , 3 , 369 , 0.45 , 0.04 , 0 , 0.04);"
936,17,3,139,0.46,0.02,0,0.05,0.52,"INSERT INTO VENTA VALUES(936 , 17 , 3 , 139 , 0.46 , 0.02 , 0 , 0.05);"
2599,7,1,453,0.13,0,0,0.39,0.52,"INSERT INTO VENTA VALUES(2599 , 7 , 1 , 453 , 0.13 , 0 , 0 , 0.39);"
2958,13,8,473,0.29,0.2,0,0.03,0.52,"INSERT INTO VENTA VALUES(2958 , 13 , 8 , 473 , 0.29 , 0.2 , 0 , 0.03);"
2233,5,11,139,0.47,0,0,0.04,0.52,"INSERT INTO VENTA VALUES(2233 , 5 , 11 , 139 , 0.47 , 0 , 0 , 0.04);"
2959,13,9,465,0.29,0.2,0,0.03,0.52,"INSERT INTO VENTA VALUES(2959 , 13 , 9 , 465 , 0.29 , 0.2 , 0 , 0.03);"
2108,4,9,296,0.44,0.04,0,0.04,0.52,"INSERT INTO VENTA VALUES(2108 , 4 , 9 , 296 , 0.44 , 0.04 , 0 , 0.04);"
2522,7,1,282,0.18,0.14,0.16,0.05,0.52,"INSERT INTO VENTA VALUES(2522 , 7 , 1 , 282 , 0.18 , 0.14 , 0.16 , 0.05);"
2961,7,6,139,0.26,0.2,0,0.07,0.52,"INSERT INTO VENTA VALUES(2961 , 7 , 6 , 139 , 0.26 , 0.2 , 0 , 0.07);"
1149,14,11,139,0.39,0.11,0,0.02,0.52,"INSERT INTO VENTA VALUES(1149 , 14 , 11 , 139 , 0.39 , 0.11 , 0 , 0.02);"
2962,6,1,184,0.18,0.08,0.22,0.04,0.52,"INSERT INTO VENTA VALUES(2962 , 6 , 1 , 184 , 0.18 , 0.08 , 0.22 , 0.04);"
2282,6,11,139,0.46,0,0.02,0.04,0.52,"INSERT INTO VENTA VALUES(2282 , 6 , 11 , 139 , 0.46 , 0 , 0.02 , 0.04);"
2963,6,8,469,0.35,0.12,0,0.06,0.52,"INSERT INTO VENTA VALUES(2963 , 6 , 8 , 469 , 0.35 , 0.12 , 0 , 0.06);"
2024,13,3,330,0.29,0.2,0,0.03,0.52,"INSERT INTO VENTA VALUES(2024 , 13 , 3 , 330 , 0.29 , 0.2 , 0 , 0.03);"
2964,2,5,82,0.28,0.07,0.16,0.01,0.52,"INSERT INTO VENTA VALUES(2964 , 2 , 5 , 82 , 0.28 , 0.07 , 0.16 , 0.01);"
1437,13,1,246,0.29,0.2,0,0.03,0.52,"INSERT INTO VENTA VALUES(1437 , 13 , 1 , 246 , 0.29 , 0.2 , 0 , 0.03);"
2966,10,8,475,0.15,0.07,0.28,0.02,0.52,"INSERT INTO VENTA VALUES(2966 , 10 , 8 , 475 , 0.15 , 0.07 , 0.28 , 0.02);"
2967,13,3,82,0.12,0.08,0.28,0.03,0.52,"INSERT INTO VENTA VALUES(2967 , 13 , 3 , 82 , 0.12 , 0.08 , 0.28 , 0.03);"
1587,1,1,499,0.17,0.29,0,0.06,0.52,"INSERT INTO VENTA VALUES(1587 , 1 , 1 , 499 , 0.17 , 0.29 , 0 , 0.06);"
2306,5,10,7,0.23,0.24,0,0.05,0.52,"INSERT INTO VENTA VALUES(2306 , 5 , 10 , 7 , 0.23 , 0.24 , 0 , 0.05);"
1748,23,1,465,0.26,0.15,0.01,0.1,0.52,"INSERT INTO VENTA VALUES(1748 , 23 , 1 , 465 , 0.26 , 0.15 , 0.01 , 0.1);"
1318,6,1,515,0.09,0.32,0,0.11,0.52,"INSERT INTO VENTA VALUES(1318 , 6 , 1 , 515 , 0.09 , 0.32 , 0 , 0.11);"
2968,1,4,126,0.46,0.02,0,0.03,0.52,"INSERT INTO VENTA VALUES(2968 , 1 , 4 , 126 , 0.46 , 0.02 , 0 , 0.03);"
410,6,1,17,0.21,0.21,0,0.09,0.52,"INSERT INTO VENTA VALUES(410 , 6 , 1 , 17 , 0.21 , 0.21 , 0 , 0.09);"
2969,7,11,139,0.17,0.13,0.18,0.04,0.52,"INSERT INTO VENTA VALUES(2969 , 7 , 11 , 139 , 0.17 , 0.13 , 0.18 , 0.04);"
2970,7,11,453,0,0,0.52,0,0.52,"INSERT INTO VENTA VALUES(2970 , 7 , 11 , 453 , 0 , 0 , 0.52 , 0);"
2971,7,1,138,0.25,0.19,0.02,0.06,0.52,"INSERT INTO VENTA VALUES(2971 , 7 , 1 , 138 , 0.25 , 0.19 , 0.02 , 0.06);"
1318,1,1,515,0.44,0.04,0,0.04,0.52,"INSERT INTO VENTA VALUES(1318 , 1 , 1 , 515 , 0.44 , 0.04 , 0 , 0.04);"
2972,7,9,139,0.25,0.2,0,0.07,0.52,"INSERT INTO VENTA VALUES(2972 , 7 , 9 , 139 , 0.25 , 0.2 , 0 , 0.07);"
1431,14,9,17,0.38,0.12,0,0.02,0.52,"INSERT INTO VENTA VALUES(1431 , 14 , 9 , 17 , 0.38 , 0.12 , 0 , 0.02);"
2973,9,2,126,0.37,0.14,0,0.01,0.52,"INSERT INTO VENTA VALUES(2973 , 9 , 2 , 126 , 0.37 , 0.14 , 0 , 0.01);"
2974,6,1,465,0.36,0.04,0.08,0.04,0.52,"INSERT INTO VENTA VALUES(2974 , 6 , 1 , 465 , 0.36 , 0.04 , 0.08 , 0.04);"
216,6,11,139,0.47,0,0.01,0.04,0.52,"INSERT INTO VENTA VALUES(216 , 6 , 11 , 139 , 0.47 , 0 , 0.01 , 0.04);"
2975,7,1,515,0.25,0.2,0,0.07,0.52,"INSERT INTO VENTA VALUES(2975 , 7 , 1 , 515 , 0.25 , 0.2 , 0 , 0.07);"
2976,13,12,476,0.1,0.07,0.31,0.03,0.52,"INSERT INTO VENTA VALUES(2976 , 13 , 12 , 476 , 0.1 , 0.07 , 0.31 , 0.03);"
2977,4,4,369,0,0,0.52,0,0.52,"INSERT INTO VENTA VALUES(2977 , 4 , 4 , 369 , 0 , 0 , 0.52 , 0);"
2978,7,11,139,0.25,0.2,0,0.07,0.52,"INSERT INTO VENTA VALUES(2978 , 7 , 11 , 139 , 0.25 , 0.2 , 0 , 0.07);"
223,9,11,17,0.37,0.14,0,0.01,0.52,"INSERT INTO VENTA VALUES(223 , 9 , 11 , 17 , 0.37 , 0.14 , 0 , 0.01);"
1674,9,1,139,0.37,0.14,0,0.01,0.52,"INSERT INTO VENTA VALUES(1674 , 9 , 1 , 139 , 0.37 , 0.14 , 0 , 0.01);"
2979,4,4,533,0.48,0,0,0.04,0.52,"INSERT INTO VENTA VALUES(2979 , 4 , 4 , 533 , 0.48 , 0 , 0 , 0.04);"
2980,13,9,465,0.17,0.11,0.2,0.03,0.52,"INSERT INTO VENTA VALUES(2980 , 13 , 9 , 465 , 0.17 , 0.11 , 0.2 , 0.03);"
2981,15,10,139,0.46,0.05,0,0,0.52,"INSERT INTO VENTA VALUES(2981 , 15 , 10 , 139 , 0.46 , 0.05 , 0 , 0);"
2342,4,1,453,0.35,0.12,0,0.05,0.52,"INSERT INTO VENTA VALUES(2342 , 4 , 1 , 453 , 0.35 , 0.12 , 0 , 0.05);"
1249,14,11,453,0.38,0.11,0,0.02,0.52,"INSERT INTO VENTA VALUES(1249 , 14 , 11 , 453 , 0.38 , 0.11 , 0 , 0.02);"
810,13,11,139,0.29,0.19,0,0.03,0.52,"INSERT INTO VENTA VALUES(810 , 13 , 11 , 139 , 0.29 , 0.19 , 0 , 0.03);"
2982,7,4,465,0.25,0.2,0,0.07,0.52,"INSERT INTO VENTA VALUES(2982 , 7 , 4 , 465 , 0.25 , 0.2 , 0 , 0.07);"
1140,1,4,533,0.46,0.02,0,0.04,0.51,"INSERT INTO VENTA VALUES(1140 , 1 , 4 , 533 , 0.46 , 0.02 , 0 , 0.04);"
2983,7,1,138,0.13,0.1,0.25,0.03,0.51,"INSERT INTO VENTA VALUES(2983 , 7 , 1 , 138 , 0.13 , 0.1 , 0.25 , 0.03);"
537,15,8,139,0,0.46,0,0.06,0.51,"INSERT INTO VENTA VALUES(537 , 15 , 8 , 139 , 0 , 0.46 , 0 , 0.06);"
1762,5,3,352,0.29,0.17,0.01,0.04,0.51,"INSERT INTO VENTA VALUES(1762 , 5 , 3 , 352 , 0.29 , 0.17 , 0.01 , 0.04);"
2984,16,11,17,0.48,0.03,0,0.01,0.51,"INSERT INTO VENTA VALUES(2984 , 16 , 11 , 17 , 0.48 , 0.03 , 0 , 0.01);"
2985,7,4,465,0.25,0.2,0,0.07,0.51,"INSERT INTO VENTA VALUES(2985 , 7 , 4 , 465 , 0.25 , 0.2 , 0 , 0.07);"
1246,18,1,560,0.34,0.13,0,0.04,0.51,"INSERT INTO VENTA VALUES(1246 , 18 , 1 , 560 , 0.34 , 0.13 , 0 , 0.04);"
2986,17,8,475,0.13,0.07,0.27,0.05,0.51,"INSERT INTO VENTA VALUES(2986 , 17 , 8 , 475 , 0.13 , 0.07 , 0.27 , 0.05);"
2987,6,1,533,0.17,0.25,0,0.09,0.51,"INSERT INTO VENTA VALUES(2987 , 6 , 1 , 533 , 0.17 , 0.25 , 0 , 0.09);"
2988,13,11,282,0.08,0.05,0.35,0.03,0.51,"INSERT INTO VENTA VALUES(2988 , 13 , 11 , 282 , 0.08 , 0.05 , 0.35 , 0.03);"
2989,4,6,533,0.35,0.12,0,0.04,0.51,"INSERT INTO VENTA VALUES(2989 , 4 , 6 , 533 , 0.35 , 0.12 , 0 , 0.04);"
2990,7,7,329,0.25,0.2,0,0.07,0.51,"INSERT INTO VENTA VALUES(2990 , 7 , 7 , 329 , 0.25 , 0.2 , 0 , 0.07);"
2991,15,12,17,0.18,0.29,0,0.04,0.51,"INSERT INTO VENTA VALUES(2991 , 15 , 12 , 17 , 0.18 , 0.29 , 0 , 0.04);"
2814,5,11,139,0.29,0.18,0,0.04,0.51,"INSERT INTO VENTA VALUES(2814 , 5 , 11 , 139 , 0.29 , 0.18 , 0 , 0.04);"
2992,17,3,352,0.12,0.2,0.07,0.12,0.51,"INSERT INTO VENTA VALUES(2992 , 17 , 3 , 352 , 0.12 , 0.2 , 0.07 , 0.12);"
2993,5,1,139,0.26,0.21,0,0.05,0.51,"INSERT INTO VENTA VALUES(2993 , 5 , 1 , 139 , 0.26 , 0.21 , 0 , 0.05);"
2994,11,8,475,0.17,0.23,0.02,0.09,0.51,"INSERT INTO VENTA VALUES(2994 , 11 , 8 , 475 , 0.17 , 0.23 , 0.02 , 0.09);"
619,1,11,282,0.12,0.27,0.06,0.05,0.51,"INSERT INTO VENTA VALUES(619 , 1 , 11 , 282 , 0.12 , 0.27 , 0.06 , 0.05);"
2055,5,9,17,0.25,0.21,0,0.05,0.51,"INSERT INTO VENTA VALUES(2055 , 5 , 9 , 17 , 0.25 , 0.21 , 0 , 0.05);"
2995,4,4,369,0,0,0.51,0,0.51,"INSERT INTO VENTA VALUES(2995 , 4 , 4 , 369 , 0 , 0 , 0.51 , 0);"
165,19,11,139,0.4,0.1,0,0.01,0.51,"INSERT INTO VENTA VALUES(165 , 19 , 11 , 139 , 0.4 , 0.1 , 0 , 0.01);"
2996,7,11,282,0,0,0.51,0,0.51,"INSERT INTO VENTA VALUES(2996 , 7 , 11 , 282 , 0 , 0 , 0.51 , 0);"
2997,7,8,515,0.25,0.2,0,0.07,0.51,"INSERT INTO VENTA VALUES(2997 , 7 , 8 , 515 , 0.25 , 0.2 , 0 , 0.07);"
2998,13,11,251,0.28,0.19,0,0.03,0.51,"INSERT INTO VENTA VALUES(2998 , 13 , 11 , 251 , 0.28 , 0.19 , 0 , 0.03);"
1268,17,11,139,0.47,0,0,0.04,0.51,"INSERT INTO VENTA VALUES(1268 , 17 , 11 , 139 , 0.47 , 0 , 0 , 0.04);"
2999,1,11,453,0.46,0.01,0,0.04,0.51,"INSERT INTO VENTA VALUES(2999 , 1 , 11 , 453 , 0.46 , 0.01 , 0 , 0.04);"
3000,1,12,369,0.28,0.03,0.17,0.03,0.51,"INSERT INTO VENTA VALUES(3000 , 1 , 12 , 369 , 0.28 , 0.03 , 0.17 , 0.03);"
3001,17,1,507,0.18,0.01,0.3,0.02,0.51,"INSERT INTO VENTA VALUES(3001 , 17 , 1 , 507 , 0.18 , 0.01 , 0.3 , 0.02);"
3002,9,4,515,0.37,0.14,0,0.01,0.51,"INSERT INTO VENTA VALUES(3002 , 9 , 4 , 515 , 0.37 , 0.14 , 0 , 0.01);"
2126,5,3,352,0.36,0.09,0.02,0.04,0.51,"INSERT INTO VENTA VALUES(2126 , 5 , 3 , 352 , 0.36 , 0.09 , 0.02 , 0.04);"
3003,12,4,515,0.41,0.09,0,0.01,0.51,"INSERT INTO VENTA VALUES(3003 , 12 , 4 , 515 , 0.41 , 0.09 , 0 , 0.01);"
3004,2,5,369,0,0,0.51,0,0.51,"INSERT INTO VENTA VALUES(3004 , 2 , 5 , 369 , 0 , 0 , 0.51 , 0);"
3005,12,11,282,0.01,0.26,0.22,0.02,0.51,"INSERT INTO VENTA VALUES(3005 , 12 , 11 , 282 , 0.01 , 0.26 , 0.22 , 0.02);"
3006,5,11,499,0.47,0,0,0.04,0.51,"INSERT INTO VENTA VALUES(3006 , 5 , 11 , 499 , 0.47 , 0 , 0 , 0.04);"
3007,4,1,17,0.33,0.13,0,0.05,0.51,"INSERT INTO VENTA VALUES(3007 , 4 , 1 , 17 , 0.33 , 0.13 , 0 , 0.05);"
2684,6,9,17,0.24,0.19,0,0.08,0.51,"INSERT INTO VENTA VALUES(2684 , 6 , 9 , 17 , 0.24 , 0.19 , 0 , 0.08);"
3008,1,5,515,0.45,0.02,0,0.04,0.51,"INSERT INTO VENTA VALUES(3008 , 1 , 5 , 515 , 0.45 , 0.02 , 0 , 0.04);"
2657,6,1,533,0.19,0.23,0,0.09,0.51,"INSERT INTO VENTA VALUES(2657 , 6 , 1 , 533 , 0.19 , 0.23 , 0 , 0.09);"
738,14,11,139,0.44,0.04,0,0.02,0.51,"INSERT INTO VENTA VALUES(738 , 14 , 11 , 139 , 0.44 , 0.04 , 0 , 0.02);"
3009,13,12,62,0,0,0.48,0.03,0.51,"INSERT INTO VENTA VALUES(3009 , 13 , 12 , 62 , 0 , 0 , 0.48 , 0.03);"
3010,9,5,515,0.37,0.14,0,0.01,0.51,"INSERT INTO VENTA VALUES(3010 , 9 , 5 , 515 , 0.37 , 0.14 , 0 , 0.01);"
